MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogTransSalePrice,TotBaths,Ext,NeighbourhoodRank,ExtRank
20,RL,15498,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,Hip,WdShake,Stone,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165,LwQ,400,0,1565,GasA,TA,Y,SBrkr,0,0,2898,2,1,Gd,10,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,72,174,0,0,5,2008,COD,Abnorml,287000,5.457881896733992,3.0,Other,Timber,Other
20,RL,7700,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,138,Rec,468,276,882,GasA,TA,Y,SBrkr,0,0,882,3,1,TA,5,Typ,0,,Detchd,Unf,2,TA,TA,Y,96,0,0,0,0,3,2007,WD,Normal,112500,5.051152522447381,2.0,Vinly,CollgCr,Vinly
20,RL,9300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,0,571,1268,GasA,TA,Y,SBrkr,0,0,1264,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2,TA,TA,Y,0,0,0,0,143,4,2010,WD,Normal,167500,5.224014811372864,2.0,Metal,NAmes,Metal
20,RL,9520,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1513,Unf,0,125,1638,GasA,Ex,Y,SBrkr,0,0,1646,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,192,44,0,0,0,4,2008,New,Partial,293077,5.466981737356821,3.0,Vinly,Timber,Vinly
50,RL,9492,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,368,BLQ,41,359,768,GasA,TA,Y,SBrkr,408,0,1376,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,4,2007,WD,Normal,105000,5.021189299069938,2.0,Wood,NAmes,Wood
160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,TA,TA,CBlock,TA,TA,No,BLQ,317,Unf,0,355,672,GasA,Gd,Y,SBrkr,546,0,1218,3,1,TA,7,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,28,0,0,0,5,2006,WD,Normal,118000,5.071882007306125,2.0,Wood,BrDale,Wood
190,RH,7082,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,686,686,GasA,Gd,Y,SBrkr,980,0,1928,5,2,TA,10,Typ,0,,,,0,,,N,0,0,228,0,0,7,2006,WD,Normal,160000,5.204119982655925,2.0,Vinly,SWISU,Vinly
75,RL,15863,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523,Unf,0,301,824,GasA,Ex,Y,SBrkr,998,397,3082,5,1,TA,12,Typ,2,TA,Basment,Fin,2,TA,TA,Y,136,63,0,0,0,8,2009,WD,Normal,197000,5.294466226161593,3.5,Wood,SWISU,Wood
60,RL,14541,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1012,Unf,0,326,1338,GasA,Ex,Y,SBrkr,1168,0,2520,5,1,Gd,10,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,209,55,0,0,0,11,2006,WD,Abnorml,310000,5.491361693834273,3.5,Metal,NoRidge,Metal
20,RL,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,668,1654,GasA,Ex,Y,SBrkr,0,0,1654,3,1,Gd,6,Typ,0,,Attchd,Unf,3,TA,TA,Y,0,136,0,0,0,2,2006,WD,Normal,230000,5.361727836017593,3.0,Vinly,CollgCr,Vinly
30,RL,6305,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,0,Unf,0,920,920,GasA,Ex,Y,SBrkr,0,0,954,2,1,Fa,5,Typ,1,Gd,Basment,Unf,1,Fa,TA,Y,0,0,0,0,0,6,2007,WD,Normal,119750,5.078275522086601,1.0,Metal,Crawfor,Metal
20,RL,11500,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Slab,,,,,0,,0,0,0,GasA,Ex,N,SBrkr,0,0,845,3,1,TA,5,Typ,0,,Detchd,Unf,1,TA,TA,N,186,0,0,0,0,1,2009,WD,Normal,84000,4.924279286061882,1.0,Wood,Edwards,Wood
20,RL,12898,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620,GasA,Ex,Y,SBrkr,0,0,1620,2,1,Ex,6,Typ,1,Ex,Attchd,Fin,3,TA,TA,Y,228,0,0,0,0,9,2009,WD,Normal,315500,5.498999363580153,3.0,Vinly,Timber,Vinly
60,RL,9240,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,GasA,Ex,Y,SBrkr,1208,0,2263,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,0,45,0,0,189,9,2008,WD,Normal,287000,5.457881896733992,2.5,Vinly,CollgCr,Vinly
160,RM,1533,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,TA,Y,SBrkr,546,0,1344,3,1,TA,6,Typ,1,TA,,,0,,,Y,0,0,0,0,0,5,2009,WD,Normal,97000,4.986771734266245,1.5,Cement,MeadowV,Cement
180,RM,1477,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,0,121,630,GasA,TA,Y,SBrkr,0,0,630,1,1,TA,3,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,4,2009,WD,Normal,80000,4.903089986991944,2.0,Cement,MeadowV,Cement
20,RL,13125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168,BLQ,682,284,1134,GasA,Ex,Y,SBrkr,0,0,1803,3,1,TA,8,Maj1,1,TA,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,1,2006,WD,Normal,155000,5.190331698170292,3.0,Wood,Sawyer,Wood
60,RL,9130,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,400,Rec,64,336,800,GasA,Gd,Y,SBrkr,832,0,1632,4,1,Gd,7,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,40,0,0,0,7,2008,WD,Normal,173000,5.238046103128795,2.0,Wood,NWAmes,Wood
120,RL,5381,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,406,1306,GasA,Ex,Y,SBrkr,0,0,1306,1,1,Gd,5,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,170,63,0,0,0,8,2009,WD,Normal,196000,5.292256071356476,3.0,Vinly,NridgHt,Vinly
60,RL,11839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,0,390,1475,GasA,Ex,Y,SBrkr,797,0,2329,4,1,Gd,10,Typ,1,Ex,Attchd,Unf,2,TA,TA,Y,192,121,0,0,0,5,2008,WD,Normal,262280,5.418765174994478,3.5,Wood,SawyerW,Wood
20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,0,1420,2524,GasA,TA,Y,SBrkr,0,0,2524,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,474,120,0,0,0,7,2009,WD,Normal,278000,5.444044795918076,3.5,Brick,NWAmes,Brick
20,RL,13680,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,Ex,Y,FuseA,0,0,1733,4,1,TA,8,Min2,1,Gd,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,6,2009,WD,Normal,139600,5.144885418287142,2.0,Brick,Edwards,Brick
60,RL,16056,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,GasA,Ex,Y,SBrkr,876,0,2868,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,214,108,0,0,0,7,2006,New,Partial,556581,5.745528376744706,3.5,Cement,StoneBr,Cement
20,RL,9245,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,0,304,990,GasA,Ex,Y,SBrkr,0,0,990,3,1,TA,5,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,2,2008,WD,Normal,145000,5.161368002234975,1.5,Vinly,CollgCr,Vinly
20,RL,21750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,0,0,1771,3,1,TA,9,Min1,1,TA,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,11,2009,WD,Normal,115000,5.060697840353612,1.0,Wood,Mitchel,Wood
20,RL,11100,Pave,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,Ex,Y,SBrkr,0,0,930,2,1,Gd,6,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,4,2010,WD,Abnorml,84900,4.928907690243952,1.0,Metal,Edwards,Metal
20,RL,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1302,1302,GasA,Ex,Y,SBrkr,0,0,1302,3,1,Gd,6,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,22,0,0,0,8,2007,New,Partial,176485,5.246707799275905,2.0,Vinly,Gilbert,Vinly
20,RL,11175,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1316,1316,GasA,Ex,Y,SBrkr,0,0,1316,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,20,0,0,0,10,2007,New,Partial,200141,5.301336065396815,2.0,Vinly,CollgCr,Vinly
60,RL,9500,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,374,816,GasA,TA,Y,SBrkr,850,0,1977,4,1,TA,9,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,52,0,0,0,6,2007,WD,Normal,165000,5.217483944213907,2.0,Vinly,NAmes,Vinly
20,RL,8562,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383,Unf,0,833,1216,GasA,Ex,Y,FuseA,0,0,1526,4,1,TA,7,Min2,1,Gd,Basment,Unf,1,TA,TA,Y,116,78,0,0,0,5,2010,WD,Normal,144500,5.159867847092567,1.0,Wood,Edwards,Wood
60,RL,11367,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,GasA,Ex,Y,SBrkr,898,0,1989,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,199,60,0,0,0,11,2006,WD,Normal,255000,5.4065401804339555,3.5,Vinly,CollgCr,Vinly
20,RL,11361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,0,549,1193,GasA,TA,Y,SBrkr,0,0,1523,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,189,5,2008,COD,Abnorml,180000,5.2552725051033065,2.5,Wood,NWAmes,Wood
120,RL,7052,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,GasA,Ex,Y,SBrkr,0,0,1364,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,192,36,0,0,0,6,2006,WD,Normal,185850,5.269162565431745,3.0,Vinly,NridgHt,Vinly
60,RL,29959,Pave,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,GasA,Ex,Y,SBrkr,871,0,1850,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,168,98,0,0,0,1,2009,WD,Normal,248000,5.394451680826216,2.5,Wood,NoRidge,Wood
60,RL,11308,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,GasA,Ex,Y,SBrkr,1054,0,2184,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,102,0,0,0,7,2009,WD,Normal,335000,5.525044807036846,3.5,Vinly,NridgHt,Vinly
50,RL,11275,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,Y,SBrkr,895,0,1991,3,1,TA,7,Typ,1,Gd,Detchd,Unf,2,TA,Fa,Y,0,0,19,0,0,3,2007,WD,Normal,220000,5.342422680822207,1.5,Metal,Crawfor,Metal
120,RL,4920,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,GasA,Ex,Y,SBrkr,0,0,1338,2,1,Gd,6,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,0,170,0,0,4,2010,WD,Normal,213500,5.329397879361043,3.0,Cement,StoneBr,Cement
30,C (all),18000,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,TA,Y,SBrkr,0,0,894,2,1,TA,6,Typ,0,,Detchd,RFn,3,TA,TA,Y,0,20,0,0,0,8,2008,ConLD,Normal,81000,4.9084850188786495,1.0,Metal,IDOTRR,Metal
190,RM,13600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,GasA,TA,N,SBrkr,915,0,2337,5,2,TA,10,Min2,0,,Detchd,Unf,2,TA,TA,Y,0,57,0,0,0,9,2007,WD,Normal,90000,4.954242509439325,2.0,Wood,OldTown,Wood
30,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,0,706,1103,GasA,Gd,Y,SBrkr,0,0,1103,2,1,Gd,5,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,166,120,0,0,0,7,2006,WD,Normal,110500,5.04336227802113,1.0,Metal,OldTown,Metal
20,RL,11000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,230,184,1154,GasA,Ex,Y,SBrkr,0,0,1154,3,1,TA,6,Typ,1,Po,Attchd,RFn,2,TA,TA,Y,0,58,0,0,0,11,2009,WD,Normal,154000,5.187520720836463,1.5,Wood,NAmes,Wood
60,RL,14000,Pave,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,GasA,Ex,Y,SBrkr,954,0,2260,3,1,Gd,7,Typ,0,,Attchd,RFn,2,TA,TA,Y,296,44,0,0,0,4,2010,WD,Normal,328000,5.515873843711679,3.5,Wood,ClearCr,Wood
60,RL,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,GasA,Gd,Y,SBrkr,772,0,1571,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,40,0,0,0,5,2009,WD,Normal,178000,5.250420002308894,2.5,Vinly,Gilbert,Vinly
60,RL,9760,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,106,0,780,GasA,TA,Y,SBrkr,813,0,1611,4,1,TA,7,Typ,0,,Attchd,RFn,2,TA,TA,Y,328,128,0,0,189,6,2008,WD,Normal,167900,5.225050696138049,2.5,Wood,NAmes,Wood
160,RM,3964,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,Y,SBrkr,1230,0,2521,5,1,TA,10,Maj1,1,Gd,Attchd,Fin,2,TA,TA,Y,728,20,0,0,0,6,2006,WD,Normal,151400,5.1801258751640535,3.5,Cement,MeadowV,Cement
45,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Y,SBrkr,0,0,893,2,1,Gd,4,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,5,2007,WD,Normal,135000,5.1303337684950066,1.5,Metal,NAmes,Metal
20,RL,10152,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,Y,SBrkr,0,0,1048,3,1,TA,6,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,20,0,0,192,6,2007,WD,Normal,135000,5.1303337684950066,2.0,Metal,NAmes,Metal
60,RL,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,0,429,727,GasA,Ex,Y,SBrkr,727,0,1556,4,1,TA,8,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,5,2009,WD,Normal,154000,5.187520720836463,1.5,Metal,NWAmes,Metal
50,RL,7585,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,0,810,810,GasA,Fa,Y,FuseA,454,0,1456,4,1,TA,7,Typ,1,TA,Detchd,Unf,1,TA,TA,P,0,0,0,0,0,8,2006,WD,Normal,91500,4.9614210940664485,2.5,Metal,Edwards,Metal
60,RL,7950,Pave,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,GasA,TA,Y,SBrkr,728,0,1426,3,1,TA,6,Typ,0,,Attchd,Fin,2,TA,TA,Y,252,0,0,0,0,7,2009,WD,Normal,159500,5.2027606873932,1.5,Wood,Edwards,Wood
20,RL,8556,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1240,1240,GasA,Ex,Y,SBrkr,0,0,1240,2,1,Gd,5,Typ,0,,Attchd,RFn,3,TA,TA,Y,140,93,0,0,0,5,2007,WD,Normal,194000,5.2878017299302265,2.0,Vinly,CollgCr,Vinly
70,RL,13125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,Y,SBrkr,780,0,1740,3,1,TA,6,Typ,2,Gd,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,7,2007,CWD,Normal,219500,5.3414345245781405,1.5,Wood,Crawfor,Wood
50,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,0,170,796,GasA,Gd,Y,SBrkr,370,0,1466,3,1,Gd,7,Min1,1,TA,Attchd,Unf,2,TA,TA,Y,436,21,0,0,0,4,2006,WD,Normal,170000,5.230448921378274,2.5,Wood,OldTown,Wood
20,RL,15870,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,791,230,1096,GasA,Ex,Y,SBrkr,0,0,1096,3,1,TA,6,Typ,0,,Attchd,Fin,1,TA,TA,Y,240,32,0,0,0,3,2006,WD,Abnorml,138800,5.1423894661188365,2.0,Vinly,NAmes,Vinly
120,RM,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,0,848,1,1,Gd,3,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,140,0,0,0,0,5,2006,WD,Normal,155900,5.192846115188842,2.0,Vinly,CollgCr,Vinly
